
 num     #instances         #bytes  class name
 602:             1            376  java.lang.ref.Reference$ReferenceHandler
 603:            17            368  [Ljavax.management.MBeanNotificationInfo;
 604:             2            368  [Lorg.apache.ibatis.type.JdbcType;
 605:            23            368  java.lang.ThreadLocal
 606:             5            360  com.fasterxml.jackson.databind.introspect.AnnotatedClass
 607:             9            360  com.mysql.cj.conf.ConnectionUrl$Type
 608:             9            360  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit
 609:             9            360  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
 610:            15            360  java.util.Collections$SetFromMap
 611:            15            360  java.util.regex.Pattern$Dollar
 612:            15            360  javax.management.StandardMBean
 613:            15            360  javax.websocket.CloseReason$CloseCodes
 614:            15            360  org.apache.tomcat.util.net.NioEndpoint$PollerEvent
 615:             5            360  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$ShortcutDependencyDescriptor
 616:            22            352  java.util.HashMap$Values
 617:            11            352  org.apache.catalina.util.ManifestResource
 618:            14            336  ch.qos.logback.core.spi.ContextAwareBase
 619:            14            336  com.fasterxml.jackson.databind.util.LRUMap
 620:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 621:             6            336  java.nio.DirectLongBufferU
 622:             7            336  org.apache.ibatis.reflection.Reflector
 623:             6            336  org.apache.ibatis.session.Configuration$StrictMap
 624:            14            336  org.yaml.snakeyaml.nodes.Tag
 625:             6            336  sun.management.MemoryPoolImpl
 626:            14            336  sun.security.ssl.ExtensionType
 627:            14            336  sun.security.util.DisabledAlgorithmConstraints$DisabledConstraint
 628:             6            336  sun.security.x509.X509CertInfo
 629:            16            328  [Ljava.lang.management.PlatformComponent;
 630:            10            320  com.fasterxml.jackson.core.JsonGenerator$Feature
 631:             4            320  com.fasterxml.jackson.databind.DeserializationConfig
 632:             4            320  com.fasterxml.jackson.databind.SerializationConfig
 633:            10            320  com.mysql.cj.conf.LongProperty
 634:            10            320  com.mysql.cj.jdbc.AbandonedConnectionCleanupThread$ConnectionFinalizerPhantomReference
 635:            10            320  com.mysql.cj.jdbc.result.ResultSetFactory
 636:            20            320  com.mysql.cj.protocol.a.ColumnDefinitionReader
 637:            20            320  com.mysql.cj.protocol.a.NativeMessageBuilder
 638:            10            320  com.mysql.cj.protocol.a.TimeTrackingPacketSender
 639:            20            320  com.sun.proxy.$Proxy1
 640:            10            320  java.lang.OutOfMemoryError
 641:            10            320  java.nio.DirectByteBuffer$Deallocator
 642:             4            320  java.util.concurrent.ThreadPoolExecutor
 643:             5            320  org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor
 644:             8            320  sun.nio.cs.UTF_8$Decoder
 645:            10            320  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl
 646:            10            320  sun.security.jca.ProviderConfig
 647:             8            320  sun.security.ssl.SignatureAndHashAlgorithm$HashAlgorithm
 648:            13            312  java.lang.RuntimePermission
 649:            13            312  java.lang.management.ManagementPermission
 650:            13            312  java.util.regex.Pattern$CharProperty$1
 651:            13            312  org.apache.coyote.AsyncStateMachine$AsyncState
 652:            13            312  org.apache.ibatis.ognl.internal.ClassCacheImpl
 653:            13            312  org.springframework.core.NamedThreadLocal
 654:             2            304  [Ljava.lang.Thread;
 655:            19            304  com.sun.proxy.$Proxy41
 656:            19            304  org.springframework.boot.autoconfigure.condition.OnPropertyCondition
 657:             1            288  [Loracle.jdbc.logging.annotations.Feature;
 658:             1            288  [Lorg.springframework.http.HttpStatus;
 659:            12            288  ch.qos.logback.core.pattern.LiteralConverter
 660:             4            288  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 661:             4            288  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 662:            12            288  java.beans.PropertyChangeSupport
 663:            12            288  java.io.BufferedOutputStream
 664:             3            288  java.util.jar.JarFile$JarFileEntry
 665:             9            288  java.util.logging.Level
 666:             9            288  jdk.internal.org.objectweb.asm.Type
 667:            12            288  org.apache.ibatis.scripting.xmltags.DynamicSqlSource
 668:            12            288  org.springframework.context.support.MessageSourceAccessor
 669:            12            288  org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter
 670:            12            288  org.springframework.core.io.DefaultResourceLoader
 671:            12            288  org.springframework.format.datetime.standard.TemporalAccessorParser
 672:             6            288  org.springframework.web.servlet.mvc.method.RequestMappingInfo
 673:             7            280  java.util.IdentityHashMap
 674:             7            280  org.springframework.boot.logging.logback.ColorConverter
 675:            17            272  sun.invoke.util.ValueConversions$WrapperCache
 676:            15            264  [Ljavax.management.MBeanConstructorInfo;
 677:            11            264  com.fasterxml.jackson.annotation.JsonFormat$Shape
 678:            11            264  java.net.StandardSocketOptions$StdSocketOption
 679:            11            264  java.util.Collections$SynchronizedSet
 680:            11            264  org.springframework.beans.factory.config.BeanExpressionContext
 681:            11            264  org.springframework.util.AntPathMatcher$AntPathStringMatcher
 682:            11            264  org.springframework.util.AntPathMatcher$PathSeparatorPatternCache
 683:            11            264  sun.reflect.generics.tree.Wildcard
 684:             2            256  [Lcom.fasterxml.jackson.databind.DeserializationFeature;
 685:             2            256  [Lcom.fasterxml.jackson.databind.MapperFeature;
 686:             4            256  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
 687:             4            256  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 688:             4            256  com.fasterxml.jackson.databind.MappingJsonFactory
 689:             4            256  com.fasterxml.jackson.databind.ObjectMapper
 690:             4            256  com.fasterxml.jackson.databind.ser.std.MapSerializer
 691:             8            256  com.fasterxml.jackson.databind.type.TypeBindings
 692:             4            256  com.fasterxml.jackson.datatype.jsr310.JavaTimeModule
 693:            16            256  com.sun.proxy.$Proxy23
 694:             8            256  java.io.FileInputStream
 695:             8            256  java.lang.ClassValue$Entry
 696:             8            256  java.time.format.DateTimeFormatterBuilder$TextPrinterParser
 697:             8            256  javax.management.MBeanNotificationInfo
 698:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
 699:             8            248  [Ljava.lang.invoke.LambdaForm$BasicType;
 700:             2            240  [Lcom.fasterxml.jackson.databind.SerializationFeature;
 701:             6            240  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData;
 702:             5            240  com.fasterxml.jackson.databind.introspect.BasicBeanDescription
 703:            10            240  com.mysql.cj.jdbc.JdbcPropertySetImpl
 704:            10            240  com.mysql.cj.protocol.NetworkResources
 705:            10            240  com.mysql.cj.protocol.a.ResultsetRowReader
 706:            10            240  com.mysql.cj.protocol.a.SimplePacketReader
 707:            10            240  com.mysql.cj.protocol.a.TimeTrackingPacketReader
 708:            10            240  com.mysql.cj.protocol.a.authentication.MysqlClearPasswordPlugin
 709:            10            240  com.mysql.cj.protocol.a.authentication.MysqlNativePasswordPlugin
 710:            10            240  com.mysql.cj.protocol.a.authentication.MysqlOldPasswordPlugin
 711:            10            240  com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType
 712:            10            240  com.zaxxer.hikari.pool.HikariPool$$Lambda$609/831908782
 713:            10            240  com.zaxxer.hikari.util.FastList
 714:            10            240  java.lang.annotation.ElementType
 715:             6            240  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
 716:            10            240  java.security.CryptoPrimitive
 717:            10            240  java.util.BitSet
 718:             5            240  java.util.concurrent.LinkedBlockingQueue
 719:            15            240  java.util.concurrent.atomic.AtomicReference
 720:             6            240  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement
 721:            10            240  org.springframework.boot.autoconfigure.cache.CacheType
 722:             6            240  org.springframework.core.io.ResourceEditor
 723:            10            240  org.springframework.util.unit.DataSize
 724:            10            240  org.yaml.snakeyaml.events.Event$ID
 725:             6            240  sun.management.MemoryPoolImpl$CollectionSensor
 726:             6            240  sun.management.MemoryPoolImpl$PoolSensor
 727:             5            240  sun.misc.URLClassPath
 728:            10            240  sun.nio.ch.Util$BufferCache
 729:            10            240  sun.nio.cs.Surrogate$Parser
 730:            14            224  com.fasterxml.jackson.databind.ser.std.ToStringSerializer
 731:            14            224  com.sun.proxy.$Proxy27
 732:            14            224  com.sun.proxy.$Proxy34
 733:             4            224  java.lang.invoke.LambdaFormEditor$Transform
 734:            14            224  java.util.regex.Pattern$Begin
 735:             7            224  java.util.regex.Pattern$BnM
 736:             7            224  org.mybatis.spring.mapper.MapperFactoryBean
 737:             1            224  org.springframework.beans.factory.support.DefaultListableBeanFactory
 738:            14            224  org.springframework.core.convert.support.ObjectToStringConverter
 739:             7            224  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
 740:             2            224  org.springframework.web.servlet.resource.ResourceHttpRequestHandler
 741:             7            216  [Ljava.lang.Boolean;
 742:             9            216  java.nio.file.attribute.PosixFilePermission
 743:             9            216  java.util.concurrent.ConcurrentLinkedQueue$Node
 744:             9            216  java.util.logging.Level$KnownLevel
 745:             9            216  org.springframework.boot.autoconfigure.condition.OnWebApplicationCondition
 746:             9            216  org.springframework.boot.origin.TextResourceOrigin
 747:             9            216  org.springframework.boot.origin.TextResourceOrigin$Location
 748:             3            216  sun.security.provider.NativePRNG$RandomIO
 749:             9            216  sun.util.logging.PlatformLogger$Level
 750:             9            208  [Lcom.fasterxml.jackson.databind.ser.Serializers;
 751:             7            208  [Ljava.lang.invoke.LambdaForm$NamedFunction;
 752:             1            208  [Lorg.apache.coyote.ActionCode;
 753:            13            208  com.sun.proxy.$Proxy9
 754:             2            200  [Ljava.text.DateFormat$Field;
 755:             5            200  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
 756:             5            200  java.lang.ClassLoader$NativeLibrary
 757:             5            200  java.lang.invoke.BoundMethodHandle$SpeciesData
 758:             5            200  java.util.stream.StreamOpFlag
 759:             5            200  org.apache.catalina.core.StandardPipeline
 760:             5            200  org.apache.ibatis.scripting.xmltags.SetSqlNode
 761:             5            200  org.apache.ibatis.scripting.xmltags.WhereSqlNode
 762:             1            200  org.apache.tomcat.util.net.NioEndpoint
 763:             2            192  [Lcom.fasterxml.jackson.databind.ser.impl.ReadOnlyClassToSerializerMap$Bucket;
 764:             6            192  [Ljava.lang.ref.WeakReference;
 765:             3            192  [[Ljava.lang.String;
 766:             8            192  com.fasterxml.jackson.annotation.JsonFormat$Feature
 767:             8            192  com.fasterxml.jackson.databind.module.SimpleSerializers
 768:             3            192  com.mysql.cj.conf.MemorySizePropertyDefinition
 769:             6            192  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager
 770:            12            192  java.beans.PropertyChangeSupport$PropertyChangeListenerMap
 771:             3            192  java.lang.ClassValue$ClassValueMap
 772:             6            192  java.lang.invoke.LambdaForm$BasicType
 773:             8            192  java.lang.invoke.MethodHandleImpl$Intrinsic
 774:             8            192  java.math.RoundingMode
 775:             6            192  java.time.format.TextStyle
 776:             6            192  java.util.Stack
 777:             8            192  jdk.net.SocketFlow$Status
 778:             4            192  org.apache.tomcat.util.descriptor.web.FilterDef
 779:             8            192  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
 780:            12            192  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
 781:             3            192  org.springframework.aop.framework.ProxyFactory
 782:             8            192  org.springframework.boot.origin.OriginTrackedValue$OriginTrackedCharSequence
 783:            12            192  org.springframework.format.datetime.standard.TemporalAccessorPrinter
 784:             8            192  org.springframework.http.HttpMethod
 785:             8            192  org.springframework.web.bind.annotation.RequestMethod
 786:             6            192  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
 787:             8            192  org.yaml.snakeyaml.scanner.Constant
 788:             6            192  sun.reflect.UnsafeObjectFieldAccessorImpl
 789:             2            192  sun.security.jgss.SunProvider
 790:             2            192  sun.security.provider.Sun
 791:             1            184  [Lcom.mysql.cj.MysqlType;
 792:             7            184  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State;
 793:             7            184  [Ljdk.xml.internal.JdkXmlFeatures$State;
 794:             1            184  org.apache.ibatis.session.Configuration
 795:            11            176  com.sun.proxy.$Proxy2
 796:             1            176  com.zaxxer.hikari.HikariDataSource
 797:            11            176  java.text.NumberFormat$Field
 798:             2            176  java.util.jar.JarVerifier
 799:             1            176  org.apache.catalina.core.StandardHost
 800:             2            176  org.apache.catalina.core.StandardWrapperValve
 801:             2            176  org.apache.catalina.deploy.NamingResourcesImpl
 802:             2            168  [Ljava.time.LocalDateTime;
 803:             1            168  [[Ljava.math.BigInteger;
 804:             7            168  ch.qos.logback.classic.Level
 805:             7            168  com.fasterxml.jackson.annotation.JsonInclude$Include
 806:             7            168  com.fasterxml.jackson.annotation.PropertyAccessor
 807:             7            168  com.fasterxml.jackson.databind.type.TypeBindings$AsKey
 808:             3            168  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer
 809:             7            168  com.mysql.cj.protocol.a.NativeConstants$IntegerDataType
 810:             7            168  com.sun.management.VMOption$Origin
 811:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState
 812:             7            168  java.net.NetPermission
 813:             7            168  java.time.ZoneOffset
 814:             7            168  java.util.regex.Pattern$7
 815:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
 816:             7            168  org.apache.ibatis.binding.MapperProxyFactory
 817:             7            168  org.apache.ibatis.type.StringTypeHandler
 818:             7            168  org.apache.tomcat.util.net.SocketEvent
 819:             7            168  org.springframework.boot.context.properties.source.ConfigurationProperty
 820:             7            168  org.springframework.boot.logging.LogLevel
 821:             7            168  org.springframework.cglib.proxy.CallbackInfo
 822:             7            168  org.springframework.context.event.AbstractApplicationEventMulticaster$CachedListenerRetriever
 823:             7            168  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
 824:             7            168  org.springframework.core.type.classreading.SimpleMetadataReader
 825:             7            168  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
 826:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry
 827:             4            160  [F
 828:             2            160  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
 829:             2            160  [Ljava.time.temporal.ChronoUnit;
 830:             2            160  [Ljava.util.concurrent.RunnableScheduledFuture;
 831:             7            160  [Lorg.springframework.core.MethodParameter;
 832:             4            160  com.fasterxml.jackson.core.Base64Variant
 833:             5            160  com.fasterxml.jackson.core.JsonEncoding
 834:             4            160  com.fasterxml.jackson.core.Version
 835:             4            160  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
 836:             4            160  com.fasterxml.jackson.databind.cfg.ConfigOverrides
 837:             5            160  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
 838:             5            160  com.fasterxml.jackson.databind.type.TypeFactory
 839:            10            160  com.mysql.cj.log.StandardLogger
 840:            10            160  com.mysql.cj.protocol.FullReadInputStream
 841:            10            160  com.mysql.cj.protocol.a.BinaryResultsetReader
 842:            10            160  com.mysql.cj.protocol.a.MultiPacketReader
 843:            10            160  com.mysql.cj.protocol.a.SimplePacketSender
 844:            10            160  com.mysql.cj.protocol.a.TextResultsetReader
 845:            10            160  com.mysql.cj.protocol.a.authentication.AuthenticationLdapSaslClientPlugin$$Lambda$607/400743335
 846:             5            160  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 847:             5            160  com.sun.org.apache.xpath.internal.objects.XNumber
 848:            10            160  com.sun.proxy.$Proxy10
 849:             1            160  com.zaxxer.hikari.pool.HikariPool
 850:             2            160  java.net.URI
 851:            10            160  java.util.Formatter$Flags
 852:             2            160  java.util.concurrent.ScheduledThreadPoolExecutor
 853:             5            160  java.util.regex.Pattern$3
 854:             5            160  javax.management.StandardEmitterMBean
 855:             1            160  org.apache.catalina.session.StandardManager
 856:             4            160  org.apache.tomcat.util.descriptor.web.FilterMap
 857:             5            160  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider
 858:             5            160  org.springframework.boot.context.properties.bind.Bindable
 859:             4            160  org.springframework.boot.jdbc.EmbeddedDatabaseConnection
 860:             1            160  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory
 861:             4            160  org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f
 862:             5            160  org.springframework.cglib.proxy.MethodProxy
 863:             5            160  org.springframework.http.converter.ResourceHttpMessageConverter
 864:             4            160  org.springframework.http.converter.json.MappingJackson2HttpMessageConverter
 865:             1            160  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
 866:             5            160  sun.reflect.generics.repository.ConstructorRepository
 867:            10            160  sun.security.ec.ECParameters
 868:             4            160  sun.security.rsa.RSAPublicKeyImpl
 869:             5            160  sun.security.ssl.CipherSuite$MacAlg
 870:             5            160  sun.security.ssl.SignatureAndHashAlgorithm$SignatureAlgorithm
 871:             4            160  sun.security.x509.AuthorityKeyIdentifierExtension
 872:             5            160  sun.security.x509.BasicConstraintsExtension
 873:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
 874:             1            152  org.apache.coyote.http11.Http11NioProtocol
 875:             1            152  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext
 876:             2            144  [Ljava.math.BigDecimal;
 877:             3            144  [Ljava.nio.file.attribute.PosixFilePermission;
 878:             2            144  [Loracle.jdbc.driver.SQLStateMapping$SqlExceptionType;
 879:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
 880:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
 881:             6            144  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager
 882:             6            144  com.sun.org.apache.xerces.internal.util.Status
 883:             9            144  com.sun.proxy.$Proxy38
 884:             9            144  com.sun.proxy.$Proxy47
 885:             6            144  java.lang.reflect.Proxy$KeyX
 886:             6            144  java.security.SecurityPermission
 887:             6            144  java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser
 888:             6            144  java.util.concurrent.ConcurrentLinkedQueue
 889:             6            144  java.util.concurrent.LinkedBlockingQueue$Node
 890:             6            144  java.util.regex.Pattern$SingleI
 891:             3            144  java.util.zip.Inflater
 892:             6            144  jdk.xml.internal.JdkXmlFeatures
 893:             1            144  org.apache.catalina.core.StandardServer
 894:             3            144  org.apache.catalina.util.Extension
 895:             6            144  org.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition
 896:             6            144  org.apache.ibatis.mapping.SqlCommandType
 897:             6            144  org.springframework.boot.context.properties.source.ConfigurationPropertyName$ElementType
 898:             1            144  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
 899:             6            144  org.springframework.core.ResolvableType$SyntheticParameterizedType
 900:             6            144  org.springframework.core.ResolvableType$TypeVariablesVariableResolver
 901:             6            144  org.springframework.core.annotation.AnnotationTypeMapping$MirrorSets$MirrorSet
 902:             6            144  org.springframework.util.LinkedCaseInsensitiveMap$EntrySet
 903:             9            144  org.springframework.web.context.request.RequestScope
 904:             9            144  org.springframework.web.servlet.mvc.condition.RequestMethodsRequestCondition
 905:             6            144  org.springframework.web.util.UrlPathHelper
 906:             6            144  sun.misc.PerfCounter
 907:             2            144  sun.nio.ch.EPollArrayWrapper
 908:             2            144  sun.nio.ch.EPollSelectorImpl
 909:             3            144  sun.nio.cs.StreamEncoder
 910:             6            144  sun.security.ssl.ProtocolVersion
 911:             6            144  sun.security.util.BitArray
 912:             6            144  sun.security.util.Cache$EqualByteArray
 913:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
 914:             6            144  sun.security.x509.CertificateExtensions
 915:             6            144  sun.security.x509.CertificateValidity
 916:             3            136  [Ljava.time.ZoneOffset;
 917:             1            136  [Ljava.time.temporal.ChronoField;
 918:             5            136  [Lorg.springframework.asm.Type;
 919:             4            136  [Lsun.invoke.util.ValueConversions$WrapperCache;
 920:             1            136  org.apache.catalina.core.StandardEngine
 921:             6            128  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
 922:             6            128  [Ljava.security.CodeSigner;
 923:             4            128  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo
 924:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
 925:             8            128  com.sun.proxy.$Proxy29
 926:             8            128  com.sun.proxy.$Proxy40
 927:             8            128  com.sun.proxy.$Proxy46
 928:             2            128  java.io.ExpiringCache$1
 929:             8            128  java.util.regex.Pattern$Dot
 930:             4            128  org.apache.catalina.core.ApplicationFilterConfig
 931:             4            128  org.apache.coyote.ErrorState
 932:             4            128  org.apache.tomcat.util.collections.SynchronizedStack
 933:             2            128  org.springframework.beans.factory.config.DependencyDescriptor
 934:             4            128  org.springframework.beans.propertyeditors.CustomCollectionEditor
 935:             2            128  org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache
 936:             4            128  org.springframework.http.converter.StringHttpMessageConverter
 937:             4            128  org.springframework.util.PropertyPlaceholderHelper
 938:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 939:             4            128  sun.security.ssl.CipherSuite$PRF
 940:             8            128  sun.security.x509.KeyIdentifier
 941:             4            128  sun.security.x509.SubjectKeyIdentifierExtension
 942:             5            120  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
 943:             3            120  [Lorg.springframework.http.HttpMethod;
 944:             1            120  [Lsun.security.ssl.EllipticCurvesExtension$NamedEllipticCurve;
 945:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 946:             5            120  ch.qos.logback.core.subst.Token$Type
 947:             5            120  com.fasterxml.jackson.annotation.Nulls
 948:             5            120  com.fasterxml.jackson.core.util.DefaultIndenter
 949:             3            120  com.fasterxml.jackson.databind.PropertyMetadata
 950:             5            120  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
 951:             5            120  com.mysql.cj.conf.PropertyDefinitions$SslMode
 952:             5            120  com.mysql.cj.util.StringUtils$SearchMode
 953:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 954:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 955:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
 956:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 957:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 958:             3            120  java.lang.reflect.Proxy$Key2
 959:             5            120  java.time.format.SignStyle
 960:             5            120  java.util.stream.StreamOpFlag$Type
 961:             5            120  javax.servlet.DispatcherType
 962:             5            120  javax.servlet.http.MappingMatch
 963:             5            120  javax.xml.namespace.QName
 964:             5            120  jdk.xml.internal.JdkXmlFeatures$State
 965:             1            120  org.apache.catalina.connector.Connector
 966:             5            120  org.apache.catalina.webresources.EmptyResource
 967:             5            120  org.apache.tomcat.util.threads.InlineExecutorService
 968:             5            120  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
 969:             5            120  org.springframework.boot.ansi.AnsiStyle
 970:             5            120  org.springframework.context.annotation.FilterType
 971:             5            120  org.springframework.core.annotation.MergedAnnotations$SearchStrategy
 972:             5            120  org.springframework.http.HttpStatus$Series
 973:             3            120  org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter
 974:             1            120  org.springframework.web.servlet.DispatcherServlet
 975:             3            120  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 976:             3            120  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 977:             5            120  org.yaml.snakeyaml.DumperOptions$ScalarStyle
 978:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 979:             5            120  sun.reflect.generics.scope.ConstructorScope
 980:             5            120  sun.security.jca.ServiceId
 981:             5            120  sun.security.util.DisabledAlgorithmConstraints
 982:             2            112  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 983:             5            112  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
 984:             2            112  [Ljava.lang.invoke.MethodType;
 985:             2            112  [Ljava.security.CryptoPrimitive;
 986:             1            112  [Ljava.time.LocalTime;
 987:             2            112  [Lorg.springframework.boot.autoconfigure.cache.CacheType;
 988:             1            112  [Lorg.yaml.snakeyaml.tokens.Token$ID;
 989:             2            112  com.mysql.cj.sasl.ScramShaSaslProvider$ProviderService
 990:             7            112  com.sun.proxy.$Proxy48
 991:             7            112  com.sun.proxy.$Proxy50
 992:             2            112  java.net.SocketPermission
 993:             1            112  org.apache.catalina.authenticator.NonLoginAuthenticator
 994:             7            112  org.apache.ibatis.session.Configuration$StrictMap$Ambiguity
 995:             2            112  org.springframework.core.env.PropertySourcesPropertyResolver
 996:             7            112  org.springframework.util.LinkedMultiValueMap
 997:             4            104  [Ljava.util.stream.Collector$Characteristics;
 998:             1            104  ch.qos.logback.classic.LoggerContext
 999:             1            104  org.apache.tomcat.util.net.SocketProperties
1000:             1            104  org.springframework.boot.autoconfigure.jdbc.DataSourceProperties
1001:             1            104  org.springframework.boot.loader.LaunchedURLClassLoader
1002:             1            104  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor
1003:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
1004:             2             96  [Lcom.fasterxml.jackson.annotation.PropertyAccessor;
1005:             4             96  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
1006:             2             96  [Ljava.util.concurrent.TimeUnit;
1007:             1             96  [Lorg.springframework.boot.jdbc.DatabaseDriver;
1008:             2             96  [Lorg.springframework.boot.logging.LogLevel;
1009:             1             96  [[J
1010:             4             96  ch.qos.logback.core.pattern.parser.Token
1011:             4             96  ch.qos.logback.core.subst.Token
1012:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
1013:             4             96  com.fasterxml.jackson.annotation.JsonProperty$Access
1014:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1015:             4             96  com.fasterxml.jackson.databind.deser.DeserializerCache
1016:             4             96  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
1017:             4             96  com.fasterxml.jackson.databind.module.SimpleDeserializers
1018:             4             96  com.fasterxml.jackson.databind.ser.SerializerCache
1019:             3             96  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
1020:             4             96  com.mysql.cj.conf.BooleanPropertyDefinition$AllowableValues
1021:             4             96  com.mysql.cj.conf.PropertyDefinitions$AuthMech
1022:             4             96  com.mysql.cj.conf.PropertyDefinitions$XdevapiSslMode
1023:             4             96  com.mysql.cj.protocol.a.authentication.CachingSha2PasswordPlugin$AuthStage
1024:             1             96  com.mysql.cj.sasl.ScramShaSaslProvider
1025:             1             96  com.sun.crypto.provider.SunJCE
1026:             1             96  com.sun.net.ssl.internal.ssl.Provider
1027:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1028:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
1029:             1             96  com.sun.security.sasl.Provider
1030:             3             96  java.io.FileOutputStream
1031:             4             96  java.lang.ClassValue$Version
1032:             2             96  java.lang.ThreadGroup
1033:             4             96  java.lang.ThreadLocal$SuppliedThreadLocal
1034:             2             96  java.lang.invoke.BoundMethodHandle$Species_L4
1035:             2             96  java.lang.invoke.MethodHandleImpl$WrappedMember
1036:             4             96  java.math.MathContext
1037:             4             96  java.sql.SQLPermission
1038:             4             96  java.text.Normalizer$Form
1039:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
1040:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser
1041:             6             96  java.time.format.DateTimeTextProvider
1042:             4             96  java.time.format.FormatStyle
1043:             6             96  java.util.Collections$SingletonSet
1044:             6             96  java.util.EnumMap$EntrySet
1045:             3             96  java.util.Random
1046:             3             96  java.util.concurrent.CountDownLatch$Sync
